X1,X2,Y
10.993428306022466,42.923146289747926,130.40454308129068
9.723471397657631,47.89677338617321,137.41929663460664
11.295377076201385,48.286427417366156,146.35057355905016
13.046059712816051,45.9886136538919,147.5063079282037
9.531693250553328,49.19357144166995,129.7790795646581
9.531726086101639,52.02025428407269,137.91445009833276
13.158425631014783,59.43092950605265,173.43461800730563
11.534869458305817,50.872889064159196,149.77403989336574
9.061051228130095,51.28775195361382,141.9931968325746
11.08512008717193,49.62777042116917,162.2798956428306
9.073164614375075,40.40614392350479,119.46343094313866
9.068540492859487,49.867430622753915,142.13932423369445
10.48392454313207,50.30115104970513,147.09616192280905
6.173439510684404,62.316210562426434,155.72803672501993
6.5501643349739345,49.03819517609439,124.32943881900528
8.875424941518055,51.50773671166806,143.02508049228248
7.974337759331153,49.82644115147378,128.6815825030661
10.628494665190548,44.15660981190234,128.7445188994618
8.183951848957578,55.7141140725751,143.21665328461373
7.175392597329417,53.75966516343387,138.4185416307957
12.931297537843108,53.95515973521523,
9.548447399026928,45.4530627260263,119.53467165829076
10.135056409375848,57.013971554680495,158.6333386495171
7.150503627573086,42.990744686038596,107.24374718123859
8.911234550949635,52.93428546900135,139.9916610842794
10.221845179419732,60.952278129049894,169.2209951838107
7.698012845155395,45.04731837434656,121.86381363964898
10.751396036691343,47.16851135198614,131.29503607794408
8.79872262016239,50.498256825438204,133.26534995768876
9.416612500413446,47.482621729419,136.06963812790033
8.796586775541206,42.24668284466934,115.85425452961415
13.704556369017876,50.34281487403014,154.76815147493573
9.973005550524132,44.688481431369475,
7.884578142088199,52.36796215317591,134.31074228094903
11.645089824206378,45.402878828830985,146.82358037189402
7.5583127000579555,57.7496720250877,150.8980008144771
10.417727190009511,46.08373353831882,123.11217266221476
6.080659752240448,48.38969241897162,123.8329347865291
7.3436279022031385,54.06758608684835,135.9356961162506
10.393722471738247,43.84567841783022,132.71612000250846
11.476933159990821,51.13729967302065,143.59499168114775
10.34273656237994,56.53571377141214,154.3508946809608
9.76870343522352,41.96258382719386,124.83682445529172
9.397792608821423,50.92316929266152,144.1597056163148
7.042956019265145,51.29941397124212,126.37763337175758
8.560311583210582,53.909114358886555,141.49772451569407
9.078722458080424,43.81524644560959,121.41281958325685
12.11424445243783,43.39771693457862,130.26841498327894
10.687236579136922,52.60970782808449,156.71298566736215
6.473919689274532,51.48492336616593,132.80196653621408
10.648167938789591,51.252464251729386,138.59434294272006
9.229835439167367,51.73224104748488,145.5314399720779
8.646155999388082,46.59987639210755,138.7320674063473
11.223352577681736,51.16126848580502,151.88272414483234
12.061999044991902,51.46536236649341,142.69740779733775
11.862560238232398,46.42824290986816,
8.321564953554724,59.328872555723784,160.05066545039458
9.38157524829757,52.36916460455894,139.2724117105214
10.662526862807129,44.04348251398676,132.0292544399283
11.951090254244718,53.28276804316915,157.59579904765843
9.04165152430942,45.126591648863396,121.7769704398057
9.628682046672365,53.93542301871226,146.66714872234002
7.787330051987944,55.79297789503702,128.21457206119018
7.607586751838658,45.89658840824145,117.8874510820709
11.625051644788396,54.816880646221605,154.54028935685895
12.712480057141645,52.063904634682494,147.58896402300476
9.855979756839332,54.11030079997245,156.28961734853797
12.007065795784047,59.48396491326974,159.79034971330745
10.723272050095268,48.77305941998565,137.7546545238184
8.709760490789751,46.23131917821255,128.22363487844095
10.722791211016828,45.55242785187238,140.3962341728215
13.076073132931938,45.92094857517281,
9.928347921780096,49.61449145292948,144.75546853815703
13.129287311628012,51.70575987408322,154.58576663137075
4.760509791820511,51.3834539966501,119.65949440909723
11.643805008750448,54.13591624518012,156.74925901682118
10.174094136476343,50.065009459389536,141.74114782025256
9.401985299068265,57.26767038578659,
10.183521553071005,48.67671583381022,138.2124391117001
6.024862170798214,63.600845832948096,
9.560656224324976,53.128336738825034,145.59939066292625
10.714225143023492,45.714212217918586,136.81028703081648
12.955788089483033,44.645537509694435,147.03097116427568
8.963459563452705,52.41236207621593,
8.383012794213625,48.88268607337075,142.6593524071076
8.996485912830927,53.57000247046046,134.2242668852627
11.830804235404148,52.366188122867726,150.61788440675886
10.657502219319369,49.63585543671564,144.47814021714353
8.940479592465923,45.76603140965798,128.80530387258764
11.026534866226712,42.42576387657068,124.57347857348894
10.194155098696081,47.767425239664895,134.9505245969462
11.937289981065778,54.28199397161736,
8.595893812245295,51.07046872065102,
9.344675706804464,43.77130610644006,
9.215783693735684,50.86590462925591,140.85872007933753
7.072970103735763,51.92658689864418,130.33667987392468
10.592240554129152,45.580712818994336,137.2903382365064
10.522110544359778,50.768625529727636,144.97799812207032
10.010226913284923,50.29104359223,144.71129633437502
9.530825733249706,44.28514851084688,129.50484614877047
